Player	Prop	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
	rush_yd	45.2	-	-	-	-	-	-	45.2	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	2.2	-	-	-	-	-	-	2.2	-
	rec_yd	15.3	-	-	-	-	-	-	15.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jacob Saylors
	rush_att	7.1	-	-	-	-	-	-	7.1	-
	rush_yd	29.3	-	-	-	-	-	-	29.3	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	4.2	-	-	-	-	-	-	4.2	-
	rec_yd	28.1	-	-	-	-	-	-	28.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Chris Evans
	rush_att	6.2	-	-	-	-	-	-	6.2	-
	rush_yd	30.2	-	-	-	-	-	-	30.2	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	5.2	-	-	-	-	-	-	5.2	-
	rec_yd	37.3	-	-	-	-	-	-	37.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Kene Nwangwu
	rush_att	9.7	-	-	-	-	-	-	9.7	-
	rush_yd	43.0	-	-	-	-	-	-	43.0	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.7	-	-	-	-	-	-	2.7	-
	rec_yd	17.4	-	-	-	-	-	-	17.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Alec Ingold
	rush_att	1.1	-	-	-	-	-	-	1.1	-
	rush_yd	4.4	-	-	-	-	-	-	4.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	7.6	-	-	-	-	-	-	7.6	-
	rec_yd	55.5	-	-	-	-	-	-	55.5	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Sean Tucker
	rush_att	10.0	-	-	-	-	-	-	10.0	-
	rush_yd	38.8	-	-	-	-	-	-	38.8	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.8	-	-	-	-	-	-	2.8	-
	rec_yd	20.5	-	-	-	-	-	-	20.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Chris Brooks
	rush_att	6.9	-	-	-	-	-	-	6.9	-
	rush_yd	29.4	-	-	-	-	-	-	29.4	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	3.2	-	-	-	-	-	-	3.2	-
	rec_yd	22.0	-	-	-	-	-	-	22.0	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Raheem Blackshear
	rush_att	6.0	-	-	-	-	-	-	6.0	-
	rush_yd	35.4	-	-	-	-	-	-	35.4	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	4.3	-	-	-	-	-	-	4.3	-
	rec_yd	32.3	-	-	-	-	-	-	32.3	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Salvon Ahmed
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	30.4	-	-	-	-	-	-	30.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	4.1	-	-	-	-	-	-	4.1	-
	rec_yd	29.7	-	-	-	-	-	-	29.7	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Michael Burton
	rush_att	5.1	-	-	-	-	-	-	5.1	-
	rush_yd	20.6	-	-	-	-	-	-	20.6	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	26.4	-	-	-	-	-	-	26.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Avery Williams
	rush_att	4.4	-	-	-	-	-	-	4.4	-
	rush_yd	18.4	-	-	-	-	-	-	18.4	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	3.3	-	-	-	-	-	-	3.3	-
	rec_yd	22.4	-	-	-	-	-	-	22.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Deejay Dallas
	rush_att	6.6	-	-	-	-	-	-	6.6	-
	rush_yd	33.7	-	-	-	-	-	-	33.7	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.7	-	-	-	-	-	-	3.7	-
	rec_yd	24.5	-	-	-	-	-	-	24.5	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Darrynton Evans
	rush_att	5.1	-	-	-	-	-	-	5.1	-
	rush_yd	20.9	-	-	-	-	-	-	20.9	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.1	-	-	-	-	-	-	3.1	-
	rec_yd	23.0	-	-	-	-	-	-	23.0	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Gary Brightwell
	rush_att	8.7	-	-	-	-	-	-	8.7	-
	rush_yd	35.0	-	-	-	-	-	-	35.0	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	12.8	-	-	-	-	-	-	12.8	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Travis Homer
	rush_att	3.1	-	-	-	-	-	-	3.1	-
	rush_yd	27.3	-	-	-	-	-	-	27.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.4	-	-	-	-	-	-	3.4	-
	rec_yd	24.4	-	-	-	-	-	-	24.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Malik Davis
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	32.1	-	-	-	-	-	-	32.1	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.6	-	-	-	-	-	-	2.6	-
	rec_yd	19.6	-	-	-	-	-	-	19.6	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Reggie Gilliam
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	0.0	-	-	-	-	-	-	0.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	4.4	-	-	-	-	-	-	4.4	-
	rec_yd	33.2	-	-	-	-	-	-	33.2	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Adam Prentice
	rush_att	3.3	-	-	-	-	-	-	3.3	-
	rush_yd	14.1	-	-	-	-	-	-	14.1	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.3	-	-	-	-	-	-	3.3	-
	rec_yd	23.0	-	-	-	-	-	-	23.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Keilan Robinson
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	33.0	-	-	-	-	-	-	33.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	15.0	-	-	-	-	-	-	15.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Emanuel Wilson
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	26.0	-	-	-	-	-	-	26.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	15.4	-	-	-	-	-	-	15.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Hassan Haskins
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	27.6	-	-	-	-	-	-	27.6	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	1.9	-	-	-	-	-	-	1.9	-
	rec_yd	12.4	-	-	-	-	-	-	12.4	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Zonovan Knight
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.3	-	-	-	-	-	-	9.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.2	-	-	-	-	-	-	2.2	-
	rec_yd	16.2	-	-	-	-	-	-	16.2	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jake Funk
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.4	-	-	-	-	-	-	9.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	16.1	-	-	-	-	-	-	16.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jermar Jefferson
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.5	-	-	-	-	-	-	9.5	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	15.9	-	-	-	-	-	-	15.9	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Snoop Conner
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	9.2	-	-	-	-	-	-	9.2	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.2	-	-	-	-	-	-	2.2	-
	rec_yd	15.9	-	-	-	-	-	-	15.9	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jj Taylor
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	8.8	-	-	-	-	-	-	8.8	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.2	-	-	-	-	-	-	2.2	-
	rec_yd	16.2	-	-	-	-	-	-	16.2	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Patrick Ricard
	rush_att	2.7	-	-	-	-	-	-	2.7	-
	rush_yd	10.9	-	-	-	-	-	-	10.9	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	1.8	-	-	-	-	-	-	1.8	-
	rec_yd	13.1	-	-	-	-	-	-	13.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Khari Blasingame
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	9.3	-	-	-	-	-	-	9.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	14.4	-	-	-	-	-	-	14.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

James Robinson
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	10.1	-	-	-	-	-	-	10.1	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	13.5	-	-	-	-	-	-	13.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Patrick Taylor
	rush_att	2.5	-	-	-	-	-	-	2.5	-
	rush_yd	13.5	-	-	-	-	-	-	13.5	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	13.9	-	-	-	-	-	-	13.9	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

John Kelly
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.9	-	-	-	-	-	-	9.9	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	13.8	-	-	-	-	-	-	13.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Cj Ham
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	8.6	-	-	-	-	-	-	8.6	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	14.8	-	-	-	-	-	-	14.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Tyrion Davis Price
	rush_att	2.5	-	-	-	-	-	-	2.5	-
	rush_yd	13.5	-	-	-	-	-	-	13.5	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	1.5	-	-	-	-	-	-	1.5	-
	rec_yd	8.1	-	-	-	-	-	-	8.1	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Mike Boone
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	0.0	-	-	-	-	-	-	0.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	14.0	-	-	-	-	-	-	14.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

