Player	Prop	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
	rush_yd	38.7	-	-	-	-	-	-	38.7	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.8	-	-	-	-	-	-	2.8	-
	rec_yd	20.5	-	-	-	-	-	-	20.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Chris Brooks
	rush_att	6.9	-	-	-	-	-	-	6.9	-
	rush_yd	29.7	-	-	-	-	-	-	29.7	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	3.1	-	-	-	-	-	-	3.1	-
	rec_yd	22.0	-	-	-	-	-	-	22.0	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Lamical Perine
	rush_att	12.7	-	-	-	-	-	-	12.7	-
	rush_yd	38.8	-	-	-	-	-	-	38.8	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.8	-	-	-	-	-	-	2.8	-
	rec_yd	18.7	-	-	-	-	-	-	18.7	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Myles Gaskin
	rush_att	13.6	-	-	-	-	-	-	13.6	-
	rush_yd	44.3	-	-	-	-	-	-	44.3	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	13.0	-	-	-	-	-	-	13.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Michael Burton
	rush_att	5.1	-	-	-	-	-	-	5.1	-
	rush_yd	20.6	-	-	-	-	-	-	20.6	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	26.4	-	-	-	-	-	-	26.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Avery Williams
	rush_att	4.4	-	-	-	-	-	-	4.4	-
	rush_yd	18.5	-	-	-	-	-	-	18.5	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	3.3	-	-	-	-	-	-	3.3	-
	rec_yd	22.3	-	-	-	-	-	-	22.3	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Deejay Dallas
	rush_att	5.3	-	-	-	-	-	-	5.3	-
	rush_yd	30.3	-	-	-	-	-	-	30.3	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.7	-	-	-	-	-	-	3.7	-
	rec_yd	24.5	-	-	-	-	-	-	24.5	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Darrynton Evans
	rush_att	5.0	-	-	-	-	-	-	5.0	-
	rush_yd	20.7	-	-	-	-	-	-	20.7	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.1	-	-	-	-	-	-	3.1	-
	rec_yd	23.1	-	-	-	-	-	-	23.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Travis Homer
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	32.3	-	-	-	-	-	-	32.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.1	-	-	-	-	-	-	3.1	-
	rec_yd	22.1	-	-	-	-	-	-	22.1	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Reggie Gilliam
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	0.0	-	-	-	-	-	-	0.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	4.4	-	-	-	-	-	-	4.4	-
	rec_yd	33.1	-	-	-	-	-	-	33.1	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Malik Davis
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	32.1	-	-	-	-	-	-	32.1	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.6	-	-	-	-	-	-	2.6	-
	rec_yd	19.5	-	-	-	-	-	-	19.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Sione Vaki
	rush_att	12.6	-	-	-	-	-	-	12.6	-
	rush_yd	39.5	-	-	-	-	-	-	39.5	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	1.5	-	-	-	-	-	-	1.5	-
	rec_yd	9.7	-	-	-	-	-	-	9.7	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Keaontay Ingram
	rush_att	9.0	-	-	-	-	-	-	9.0	-
	rush_yd	32.7	-	-	-	-	-	-	32.7	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	12.8	-	-	-	-	-	-	12.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Adam Prentice
	rush_att	3.3	-	-	-	-	-	-	3.3	-
	rush_yd	14.0	-	-	-	-	-	-	14.0	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.3	-	-	-	-	-	-	3.3	-
	rec_yd	23.1	-	-	-	-	-	-	23.1	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Tucker Fisk
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	0.0	-	-	-	-	-	-	0.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	4.4	-	-	-	-	-	-	4.4	-
	rec_yd	31.3	-	-	-	-	-	-	31.3	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Keilan Robinson
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	33.0	-	-	-	-	-	-	33.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	15.0	-	-	-	-	-	-	15.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Gary Brightwell
	rush_att	4.3	-	-	-	-	-	-	4.3	-
	rush_yd	17.5	-	-	-	-	-	-	17.5	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	12.8	-	-	-	-	-	-	12.8	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Patrick Ricard
	rush_att	2.7	-	-	-	-	-	-	2.7	-
	rush_yd	10.9	-	-	-	-	-	-	10.9	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.3	-	-	-	-	-	-	2.3	-
	rec_yd	16.2	-	-	-	-	-	-	16.2	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Hassan Haskins
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	27.6	-	-	-	-	-	-	27.6	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	1.9	-	-	-	-	-	-	1.9	-
	rec_yd	12.4	-	-	-	-	-	-	12.4	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Zonovan Knight
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.3	-	-	-	-	-	-	9.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.2	-	-	-	-	-	-	2.2	-
	rec_yd	16.2	-	-	-	-	-	-	16.2	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jake Funk
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.4	-	-	-	-	-	-	9.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	16.1	-	-	-	-	-	-	16.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jj Taylor
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	8.8	-	-	-	-	-	-	8.8	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.2	-	-	-	-	-	-	2.2	-
	rec_yd	16.2	-	-	-	-	-	-	16.2	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jermar Jefferson
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.5	-	-	-	-	-	-	9.5	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	15.9	-	-	-	-	-	-	15.9	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Elijah Dotson
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	16.6	-	-	-	-	-	-	16.6	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	14.8	-	-	-	-	-	-	14.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Snoop Conner
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	9.2	-	-	-	-	-	-	9.2	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	15.5	-	-	-	-	-	-	15.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Khari Blasingame
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	9.3	-	-	-	-	-	-	9.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	14.5	-	-	-	-	-	-	14.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Zach Evans
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	20.6	-	-	-	-	-	-	20.6	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	1.5	-	-	-	-	-	-	1.5	-
	rec_yd	12.1	-	-	-	-	-	-	12.1	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Patrick Taylor
	rush_att	2.5	-	-	-	-	-	-	2.5	-
	rush_yd	13.5	-	-	-	-	-	-	13.5	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	13.9	-	-	-	-	-	-	13.9	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Spencer Brown
	rush_att	4.7	-	-	-	-	-	-	4.7	-
	rush_yd	18.8	-	-	-	-	-	-	18.8	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	13.8	-	-	-	-	-	-	13.8	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Cj Ham
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	8.6	-	-	-	-	-	-	8.6	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.1	-	-	-	-	-	-	2.1	-
	rec_yd	15.4	-	-	-	-	-	-	15.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

John Kelly
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.9	-	-	-	-	-	-	9.9	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	13.8	-	-	-	-	-	-	13.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jakob Johnson
	rush_att	2.2	-	-	-	-	-	-	2.2	-
	rush_yd	8.8	-	-	-	-	-	-	8.8	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	12.2	-	-	-	-	-	-	12.2	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Tyrion Davis Price
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	17.0	-	-	-	-	-	-	17.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	1.0	-	-	-	-	-	-	1.0	-
	rec_yd	3.0	-	-	-	-	-	-	3.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Mike Boone
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	0.0	-	-	-	-	-	-	0.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	14.0	-	-	-	-	-	-	14.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

